Reservation ID,Guest ID,Booking Date,Check-In Date,Check-Out Date,Number of Nights,Check-In Month,Check-In Year,Season,Check-In Day,Adults,Children,Party Size,Room Type,Guest Type,Market Segment,Booking Channel,Guest State,Loyalty Member,Returning Guest,Booking Lead Time,Daily Rate,Room Revenue,Restaurant Spend,Spa Used,Spa Spend,Other Spend,Ancillary Revenue,Total Revenue,Reservation Status,Special Request,Complaint Filed,Satisfaction Rating,Review Score
R202404781,G100479,2025-06-05 00:00:00,2025-08-21 00:00:00,2025-08-24 00:00:00,3,August,2025,Summer,Thursday,2,0,2,Standard King,Leisure,Direct,Hotel Website,Maryland,Yes,Yes,77,208.53,625.59,254.86,No,0,127.72,382.58,1008.17,Completed,No,No,4.7,9.6
R202404782,G100562,2024-08-11 00:00:00,2024-08-30 00:00:00,2024-08-31 00:00:00,1,August,2024,Summer,Friday,1,0,1,Executive Suite,Business,OTA,Expedia,Maryland,No,Yes,19,537.13,537.13,24.25,No,0,41.76,66.01,603.14,Completed,No,No,4.3,7.8
R202404783,G100171,2024-10-12 00:00:00,2024-10-19 00:00:00,2024-10-23 00:00:00,4,October,2024,Fall,Saturday,1,0,1,Junior Suite,Business,Direct,Phone,Maryland,Yes,Yes,7,385.82,1543.28,27.36,Yes,242.66,252.56,522.58,2065.86,Completed,No,No,5,10
R202404784,G100638,2024-09-07 00:00:00,2024-09-27 00:00:00,2024-09-30 00:00:00,3,September,2024,Fall,Friday,2,0,2,Deluxe King,Leisure,Direct,Hotel Website,New York,No,Yes,20,286.19,858.57,169.68,No,0,27.97,197.65,1056.22,Completed,No,No,3.9,8.4
R202404785,G103210,2025-05-16 00:00:00,2025-06-25 00:00:00,2025-06-29 00:00:00,4,June,2025,Summer,Wednesday,2,1,3,Standard King,Leisure,OTA,Expedia,Texas,Yes,Yes,40,192.57,770.28,7.24,No,0,123.35,130.59,900.87,Completed,No,No,5.0,10
R202404786,G102142,2024-08-20 00:00:00,2024-12-20 00:00:00,2024-12-22 00:00:00,2,December,2024,Winter,Friday,4,0,4,Executive Suite,Group,Group,Booking.com,New York,Yes,Yes,122,436.27,872.54,211.52,No,0,111.46,322.98,1195.52,Completed,No,No,5,9.9
R202404787,G103033,2024-06-19 00:00:00,2024-08-23 00:00:00,2024-08-29 00:00:00,6,August,2024,Summer,Friday,2,3,5,Lake View King,Leisure,Direct,Hotel Website,New Jersey,No,Yes,65,392.77,2356.62,1145.35,No,0,201.84,1347.19,3703.81,Completed,No,No,4.4,8.5
R202404788,G100695,2025-09-14 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,4,October,2025,Fall,Monday,2,0,2,Lake View King,Leisure,Direct,Hotel Website,Ohio,No,Yes,36,288.87,1155.48,162.64,No,0,92.41,255.05,1410.53,Completed,No,No,4.6,9.1
R202404789,G101823,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-07-03 00:00:00,3,June,2025,Summer,Monday,1,0,1,Deluxe King,Business,Direct,Hotel Website,Other,No,Yes,0,256.66,769.98,39.85,No,0,144.81,184.66,954.64,Completed,No,No,4.0,8.0
R202404790,G101798,2024-09-25 00:00:00,2024-10-29 00:00:00,2024-11-01 00:00:00,3,October,2024,Fall,Tuesday,1,0,1,Junior Suite,Business,OTA,Expedia,Ohio,No,No,34,330.27,990.81,35.56,No,0,25.97,61.53,1052.34,Completed,No,No,4.3,7.8
R202404791,G101460,2024-01-26 00:00:00,2024-04-14 00:00:00,2024-04-17 00:00:00,3,April,2024,Spring,Sunday,2,0,2,Lake View King,Leisure,Corporate Negotiated,Corporate,New York,No,Yes,79,253.35,760.05,167.17,No,0,104.14,271.31,1031.36,Completed,No,No,4.8,9.4
R202404792,G100066,2025-05-07 00:00:00,2025-06-18 00:00:00,2025-06-24 00:00:00,6,June,2025,Summer,Wednesday,2,0,2,Standard King,Leisure,Direct,Hotel Website,Ohio,No,Yes,42,215.66,1293.96,291.33,No,0,283.17,574.5,1868.46,Completed,No,No,3.8,6.5
R202404793,G101043,2025-06-24 00:00:00,2025-08-31 00:00:00,2025-09-05 00:00:00,5,August,2025,Summer,Sunday,2,0,2,Executive Suite,Leisure,OTA,Expedia,Connecticut,Yes,No,68,558.27,2791.35,349.18,No,0,239.32,588.5,3379.85,Completed,No,No,4.3,9.1
R202404794,G101242,2025-01-23 00:00:00,2025-02-21 00:00:00,2025-02-24 00:00:00,3,February,2025,Winter,Friday,1,0,1,Standard King,Leisure,Direct,Hotel Website,Texas,No,Yes,29,148.02,444.06,140.3,No,0,148.86,289.16,733.22,Completed,Yes,No,4.3,8.6
R202404795,G101618,2025-06-20 00:00:00,2025-10-06 00:00:00,2025-10-11 00:00:00,5,October,2025,Fall,Monday,2,0,2,Deluxe King,Leisure,OTA,Booking.com,Ohio,No,Yes,108,235.75,1178.75,558.9,No,0,223.79,782.69,1961.44,Completed,No,No,3.5,7.0
R202404796,G102046,2025-03-18 00:00:00,2025-04-29 00:00:00,2025-05-01 00:00:00,2,April,2025,Spring,Tuesday,3,0,3,Standard King,Group,Corporate Negotiated,Corporate,Connecticut,No,Yes,42,151.75,303.5,149.09,Yes,396.01,118.02,663.12,966.62,Completed,No,No,4.6,9.4
R202404797,G100112,2024-08-28 00:00:00,2024-09-10 00:00:00,2024-09-11 00:00:00,1,September,2024,Fall,Tuesday,2,0,2,Lake View King,Business,OTA,Booking.com,Connecticut,No,No,13,299.18,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202404798,G102570,2025-01-10 00:00:00,2025-03-06 00:00:00,2025-03-11 00:00:00,5,March,2025,Spring,Thursday,3,2,5,Deluxe King,Leisure,Direct,Phone,Florida,No,Yes,55,196.19,980.95,759.91,No,0,105.38,865.29,1846.24,Completed,No,No,3.9,7.8
R202404799,G103346,2025-02-26 00:00:00,2025-05-09 00:00:00,2025-05-13 00:00:00,4,May,2025,Spring,Friday,3,1,4,Standard King,Leisure,OTA,Booking.com,New York,No,Yes,72,155.82,0.0,0,No,0,0,0,0.0,No-show,No,No,,
R202404800,G102237,2025-05-18 00:00:00,2025-08-27 00:00:00,2025-08-28 00:00:00,1,August,2025,Summer,Wednesday,2,1,3,Standard King,Leisure,Direct,Phone,New York,No,Yes,101,204.15,204.15,113.3,Yes,151.26,43.62,308.18,512.33,Completed,Yes,No,4.9,9.8
R202404801,G101964,2025-06-17 00:00:00,2025-07-01 00:00:00,2025-07-03 00:00:00,2,July,2025,Summer,Tuesday,1,0,1,Standard King,Business,Direct,Hotel Website,California,No,Yes,14,209.26,418.52,24.07,No,0,50.01,74.08,492.6,Completed,No,No,4.5,9.2
R202404802,G101803,2024-04-25 00:00:00,2024-06-27 00:00:00,2024-06-29 00:00:00,2,June,2024,Summer,Thursday,2,2,4,Standard King,Group,Group,Phone,New York,No,No,63,186.6,373.2,268.75,No,0,99.66,368.41,741.61,Completed,No,No,4.5,9.5
R202404803,G103145,2025-11-19 00:00:00,2025-12-07 00:00:00,2025-12-08 00:00:00,1,December,2025,Winter,Sunday,1,0,1,Standard King,Business,Corporate Negotiated,Corporate,New York,No,Yes,18,183.52,183.52,14.91,No,0,9.82,24.73,208.25,Completed,No,No,5,9.6
R202404804,G100531,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-03 00:00:00,2,January,2025,Winter,Wednesday,3,0,3,Standard Double,Leisure,Direct,Hotel Website,New York,No,Yes,0,139.83,279.66,143.0,No,0,72.64,215.64,495.3,Completed,No,No,5.0,10
R202404805,G102437,2023-12-24 00:00:00,2024-03-23 00:00:00,2024-03-28 00:00:00,5,March,2024,Spring,Saturday,2,0,2,Standard King,Leisure,OTA,Booking.com,Pennsylvania,No,No,90,140.83,704.15,89.7,No,0,253.41,343.11,1047.26,Completed,Yes,No,4.2,9.4
R202404806,G102888,2024-07-10 00:00:00,2024-08-27 00:00:00,2024-08-30 00:00:00,3,August,2024,Summer,Tuesday,2,0,2,Lake View King,Leisure,Direct,Travel Agent,Massachusetts,No,No,48,348.41,1045.23,241.77,No,0,52.01,293.78,1339.01,Completed,Yes,No,4.0,8.1
R202404807,G102754,2025-01-15 00:00:00,2025-02-25 00:00:00,2025-03-02 00:00:00,5,February,2025,Winter,Tuesday,2,0,2,Standard Double,Leisure,Corporate Negotiated,Corporate,Florida,Yes,No,41,126.2,631.0,308.44,No,0,150.89,459.33,1090.33,Completed,Yes,No,3.9,6.8
R202404808,G101230,2023-12-07 00:00:00,2024-02-05 00:00:00,2024-02-08 00:00:00,3,February,2024,Winter,Monday,2,0,2,Lake View King,Couple Getaway,Direct,Hotel Website,Other,Yes,Yes,60,212.23,636.69,196.06,Yes,390.91,139.51,726.48,1363.17,Completed,No,No,4.6,9.1
R202404809,G100962,2025-01-02 00:00:00,2025-04-16 00:00:00,2025-04-20 00:00:00,4,April,2025,Spring,Wednesday,2,0,2,Standard King,Group,Group,Hotel Website,Texas,Yes,Yes,104,139.6,558.4,221.5,No,0,277.92,499.42,1057.82,Completed,No,No,4.7,9.1
R202404810,G101973,2025-03-24 00:00:00,2025-06-21 00:00:00,2025-06-22 00:00:00,1,June,2025,Summer,Saturday,2,2,4,Standard King,Group,Group,Expedia,New York,No,Yes,89,201.87,201.87,127.71,No,0,52.08,179.79,381.66,Completed,No,Yes,2.4,5.8
R202404811,G102763,2025-03-17 00:00:00,2025-05-06 00:00:00,2025-05-08 00:00:00,2,May,2025,Spring,Tuesday,2,0,2,Lake View King,Leisure,OTA,Expedia,Massachusetts,No,Yes,50,267.54,0.0,0,No,0,0,0,0.0,Cancelled,Yes,No,,
R202404812,G103572,2023-12-23 00:00:00,2024-02-19 00:00:00,2024-02-20 00:00:00,1,February,2024,Winter,Monday,2,1,3,Lake View King,Leisure,Direct,Hotel Website,New York,Yes,Yes,58,228.4,228.4,95.25,No,0,30.62,125.87,354.27,Completed,No,No,4.8,9.8
R202404813,G100493,2023-11-27 00:00:00,2024-01-23 00:00:00,2024-01-28 00:00:00,5,January,2024,Winter,Tuesday,2,0,2,Lake View King,Leisure,OTA,Expedia,New Jersey,No,Yes,57,188.95,944.75,313.62,Yes,194.79,102.36,610.77,1555.52,Completed,No,No,5,10
R202404814,G102454,2025-03-04 00:00:00,2025-06-13 00:00:00,2025-06-16 00:00:00,3,June,2025,Summer,Friday,3,3,6,Junior Suite,Leisure,Direct,Hotel Website,New York,Yes,Yes,101,402.28,1206.84,529.2,No,0,0,529.2,1736.04,Completed,No,No,4.6,9.9
R202404815,G103359,2024-12-25 00:00:00,2025-01-25 00:00:00,2025-01-27 00:00:00,2,January,2025,Winter,Saturday,2,0,2,Standard Double,Leisure,Direct,Phone,Maryland,No,No,31,153.09,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202404816,G102723,2025-02-21 00:00:00,2025-04-29 00:00:00,2025-05-02 00:00:00,3,April,2025,Spring,Tuesday,2,2,4,Standard King,Leisure,OTA,Booking.com,New York,No,Yes,67,148.03,444.09,427.31,No,0,56.66,483.97,928.06,Completed,No,No,4.1,8.2
R202404817,G102853,2023-12-10 00:00:00,2024-01-03 00:00:00,2024-01-05 00:00:00,2,January,2024,Winter,Wednesday,1,0,1,Standard Double,Business,OTA,Booking.com,New York,Yes,Yes,24,117.05,234.1,55.6,No,0,113.43,169.03,403.13,Completed,No,No,4.5,9.1
R202404818,G102068,2024-04-21 00:00:00,2024-04-21 00:00:00,2024-04-22 00:00:00,1,April,2024,Spring,Sunday,1,0,1,Standard Double,Business,OTA,Booking.com,New York,No,No,0,159.14,159.14,29.09,No,0,0,29.09,188.23,Completed,Yes,No,4.2,9.9
R202404819,G102233,2025-06-13 00:00:00,2025-09-16 00:00:00,2025-09-18 00:00:00,2,September,2025,Fall,Tuesday,1,2,3,Standard King,Leisure,Direct,Hotel Website,Other,No,Yes,95,176.63,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202404820,G103516,2025-08-13 00:00:00,2025-08-13 00:00:00,2025-08-21 00:00:00,8,August,2025,Summer,Wednesday,2,2,4,Standard King,Leisure,Direct,Hotel Website,New York,No,No,0,223.5,1788.0,451.84,No,0,194.42,646.26,2434.26,Completed,No,No,3.9,8.8
R202404821,G100966,2025-10-11 00:00:00,2025-12-01 00:00:00,2025-12-03 00:00:00,2,December,2025,Winter,Monday,2,0,2,Deluxe King,Leisure,OTA,Booking.com,Pennsylvania,No,Yes,51,208.4,416.8,55.25,No,0,18.89,74.14,490.94,Completed,No,No,4.1,8.4
R202404822,G100712,2025-04-08 00:00:00,2025-04-22 00:00:00,2025-04-27 00:00:00,5,April,2025,Spring,Tuesday,2,1,3,Deluxe King,Leisure,OTA,Expedia,Pennsylvania,No,Yes,14,197.63,988.15,869.33,No,0,253.22,1122.55,2110.7,Completed,No,No,2.8,5.5
R202404823,G103356,2024-06-03 00:00:00,2024-07-23 00:00:00,2024-07-25 00:00:00,2,July,2024,Summer,Tuesday,2,1,3,Standard Double,Leisure,Direct,Hotel Website,New York,No,No,50,226.26,452.52,267.4,Yes,246.7,97.87,611.97,1064.49,Completed,No,No,4.5,8.6
R202404824,G101220,2025-09-04 00:00:00,2025-09-10 00:00:00,2025-09-12 00:00:00,2,September,2025,Fall,Wednesday,1,0,1,Standard King,Business,Direct,Hotel Website,Massachusetts,No,Yes,6,176.42,352.84,40.05,No,0,84.32,124.37,477.21,Completed,Yes,No,4.1,7.7
R202404825,G103186,2024-12-30 00:00:00,2025-01-17 00:00:00,2025-01-18 00:00:00,1,January,2025,Winter,Friday,4,2,6,Standard King,Leisure,Direct,Hotel Website,Massachusetts,Yes,No,18,113.01,113.01,114.98,No,0,45.79,160.77,273.78,Completed,No,Yes,3.2,5.9
R202404826,G102032,2024-09-28 00:00:00,2024-10-20 00:00:00,2024-10-22 00:00:00,2,October,2024,Fall,Sunday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,New Jersey,No,No,22,194.46,388.92,152.26,No,0,0,152.26,541.18,Completed,No,No,4.4,9.7
R202404827,G102349,2025-03-10 00:00:00,2025-03-21 00:00:00,2025-03-26 00:00:00,5,March,2025,Spring,Friday,2,0,2,Executive Suite,Leisure,OTA,Expedia,Pennsylvania,No,Yes,11,391.36,1956.8,259.9,No,0,286.04,545.94,2502.74,Completed,No,No,4.3,8.6
R202404828,G102887,2024-05-20 00:00:00,2024-06-17 00:00:00,2024-06-18 00:00:00,1,June,2024,Summer,Monday,2,1,3,Standard Double,Leisure,OTA,Expedia,Texas,Yes,Yes,28,190.89,190.89,155.57,No,0,29.32,184.89,375.78,Completed,No,No,4.3,8.4
R202404829,G101372,2025-07-14 00:00:00,2025-07-15 00:00:00,2025-07-20 00:00:00,5,July,2025,Summer,Tuesday,2,0,2,Executive Suite,Leisure,Direct,Hotel Website,New York,Yes,No,1,621.37,3106.85,73.19,No,0,142.12,215.31,3322.16,Completed,Yes,No,4.2,8.6
R202404830,G101846,2025-07-31 00:00:00,2025-10-14 00:00:00,2025-10-15 00:00:00,1,October,2025,Fall,Tuesday,3,3,6,Standard King,Leisure,Direct,Phone,New York,Yes,Yes,75,162.44,162.44,204.01,No,0,28.12,232.13,394.57,Completed,No,No,5,10.0
R202404831,G100317,2025-07-01 00:00:00,2025-08-04 00:00:00,2025-08-07 00:00:00,3,August,2025,Summer,Monday,1,0,1,Standard King,Business,Direct,Phone,Pennsylvania,Yes,Yes,34,194.17,582.51,42.4,Yes,396.35,167.85,606.6,1189.11,Completed,No,No,5,10
R202404832,G101069,2024-10-15 00:00:00,2024-10-15 00:00:00,2024-10-17 00:00:00,2,October,2024,Fall,Tuesday,1,0,1,Standard King,Business,OTA,Expedia,Virginia,No,Yes,0,173.7,347.4,57.58,No,0,85.89,143.47,490.87,Completed,Yes,Yes,2.9,6.3
R202404833,G100948,2024-03-27 00:00:00,2024-06-01 00:00:00,2024-06-02 00:00:00,1,June,2024,Summer,Saturday,2,0,2,Junior Suite,Leisure,Direct,Hotel Website,Pennsylvania,Yes,No,66,449.65,449.65,82.8,No,0,36.35,119.15,568.8,Completed,Yes,No,4.5,7.9
R202404834,G103024,2024-01-27 00:00:00,2024-02-23 00:00:00,2024-02-24 00:00:00,1,February,2024,Winter,Friday,2,0,2,Junior Suite,Business,OTA,Expedia,New York,No,No,27,273.41,273.41,40.66,No,0,38.76,79.42,352.83,Completed,No,No,4.1,8.3
R202404835,G101952,2024-10-12 00:00:00,2024-12-05 00:00:00,2024-12-06 00:00:00,1,December,2024,Winter,Thursday,4,2,6,Deluxe King,Group,Group,Expedia,Massachusetts,No,Yes,54,213.98,213.98,260.61,No,0,48.49,309.1,523.08,Completed,No,No,3.3,7.7
R202404836,G100724,2025-02-06 00:00:00,2025-03-28 00:00:00,2025-03-31 00:00:00,3,March,2025,Spring,Friday,2,0,2,Standard King,Couple Getaway,OTA,Booking.com,Other,No,Yes,50,149.11,0.0,0,No,0,0,0,0.0,Cancelled,Yes,No,,
R202404837,G103372,2024-11-16 00:00:00,2024-11-16 00:00:00,2024-11-18 00:00:00,2,November,2024,Fall,Saturday,4,0,4,Standard King,Leisure,OTA,Booking.com,Massachusetts,No,Yes,0,147.93,295.86,200.2,No,0,150.96,351.16,647.02,Completed,No,No,3.8,8.4
R202404838,G100665,2025-02-13 00:00:00,2025-04-22 00:00:00,2025-04-27 00:00:00,5,April,2025,Spring,Tuesday,2,0,2,Standard King,Leisure,Direct,Travel Agent,New York,No,No,68,155.31,776.55,214.96,No,0,232.23,447.19,1223.74,Completed,No,No,3.6,6.8
R202404839,G103413,2024-06-21 00:00:00,2024-08-25 00:00:00,2024-08-28 00:00:00,3,August,2024,Summer,Sunday,2,0,2,Junior Suite,Leisure,Direct,Phone,New York,Yes,No,65,409.45,1228.35,129.54,No,0,3.62,133.16,1361.51,Completed,No,No,4.5,9.7
R202404840,G102655,2025-12-01 00:00:00,2025-12-02 00:00:00,2025-12-04 00:00:00,2,December,2025,Winter,Tuesday,2,0,2,Standard Double,Couple Getaway,Direct,Hotel Website,Other,No,Yes,1,161.83,323.66,41.11,Yes,292.89,6.69,340.69,664.35,Completed,No,No,4.4,8.5
R202404841,G102847,2024-11-27 00:00:00,2024-11-27 00:00:00,2024-11-29 00:00:00,2,November,2024,Fall,Wednesday,2,0,2,Standard King,Business,Direct,Hotel Website,Massachusetts,No,No,0,139.12,278.24,151.02,No,0,51.82,202.84,481.08,Completed,No,Yes,3.1,5.4
R202404842,G103496,2024-01-23 00:00:00,2024-02-13 00:00:00,2024-02-15 00:00:00,2,February,2024,Winter,Tuesday,2,0,2,Standard Double,Couple Getaway,Direct,Hotel Website,Other,No,No,21,130.64,261.28,39.09,Yes,178.39,100.09,317.57,578.85,Completed,Yes,No,3.5,6.1
R202404843,G103513,2025-06-24 00:00:00,2025-07-29 00:00:00,2025-07-31 00:00:00,2,July,2025,Summer,Tuesday,1,0,1,Lake View King,Business,Corporate Negotiated,Corporate,New York,Yes,Yes,35,372.5,745.0,30.0,No,0,107.6,137.6,882.6,Completed,Yes,No,4.2,8.3
R202404844,G102774,2024-06-08 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,1,August,2024,Summer,Wednesday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,New York,No,Yes,60,236.56,236.56,54.03,No,0,57.02,111.05,347.61,Completed,No,No,4.0,6.5
R202404845,G101246,2025-04-19 00:00:00,2025-07-13 00:00:00,2025-07-17 00:00:00,4,July,2025,Summer,Sunday,3,1,4,Standard Double,Group,Group,Hotel Website,Florida,Yes,Yes,85,227.22,908.88,380.57,No,0,245.05,625.62,1534.5,Completed,No,No,4.9,9.8
R202404846,G101947,2025-12-22 00:00:00,2025-12-27 00:00:00,2025-12-30 00:00:00,3,December,2025,Winter,Saturday,1,0,1,Standard Double,Business,Direct,Phone,Pennsylvania,No,Yes,5,186.71,560.13,56.2,No,0,113.56,169.76,729.89,Completed,No,No,4.9,10
R202404847,G102623,2025-03-11 00:00:00,2025-05-31 00:00:00,2025-06-06 00:00:00,6,May,2025,Spring,Saturday,2,2,4,Deluxe King,Leisure,OTA,Booking.com,New York,No,No,81,223.39,1340.34,485.57,No,0,210.31,695.88,2036.22,Completed,No,No,5,9.3
R202404848,G101470,2025-07-07 00:00:00,2025-07-21 00:00:00,2025-07-25 00:00:00,4,July,2025,Summer,Monday,2,0,2,Deluxe King,Leisure,Corporate Negotiated,Corporate,New York,No,Yes,14,317.93,1271.72,178.68,No,0,55.35,234.03,1505.75,Completed,No,No,4.9,9.8
R202404849,G103345,2024-02-15 00:00:00,2024-04-21 00:00:00,2024-04-24 00:00:00,3,April,2024,Spring,Sunday,1,2,3,Executive Suite,Leisure,Direct,Phone,New Jersey,Yes,Yes,66,443.92,1331.76,212.01,Yes,306.67,75.91,594.59,1926.35,Completed,Yes,No,4.8,9.7
R202404850,G100243,2024-05-29 00:00:00,2024-06-20 00:00:00,2024-06-22 00:00:00,2,June,2024,Summer,Thursday,1,0,1,Deluxe King,Business,Direct,Travel Agent,Virginia,No,Yes,22,271.32,542.64,42.5,No,0,65.82,108.32,650.96,Completed,Yes,No,4.7,10
R202404851,G101876,2025-02-09 00:00:00,2025-04-17 00:00:00,2025-04-20 00:00:00,3,April,2025,Spring,Thursday,2,2,4,Lake View King,Group,Group,Phone,New York,No,No,67,247.34,742.02,496.68,No,0,17.31,513.99,1256.01,Completed,No,No,3.1,6.6
R202404852,G102938,2025-08-21 00:00:00,2025-10-08 00:00:00,2025-10-10 00:00:00,2,October,2025,Fall,Wednesday,2,0,2,Standard King,Leisure,OTA,Booking.com,Florida,Yes,Yes,48,158.76,317.52,230.8,No,0,0,230.8,548.32,Completed,No,No,4.5,8.9
R202404853,G103591,2025-03-25 00:00:00,2025-04-20 00:00:00,2025-04-24 00:00:00,4,April,2025,Spring,Sunday,2,2,4,Standard King,Leisure,OTA,Booking.com,New York,No,No,26,158.59,634.36,494.35,No,0,100.32,594.67,1229.03,Completed,No,No,5,9.6
R202404854,G102444,2024-09-12 00:00:00,2024-11-04 00:00:00,2024-11-08 00:00:00,4,November,2024,Fall,Monday,1,1,2,Standard King,Leisure,OTA,Booking.com,Connecticut,Yes,No,53,121.8,487.2,292.93,Yes,279.12,44.3,616.35,1103.55,Completed,No,No,5,9.8
R202404855,G100759,2024-12-09 00:00:00,2025-02-03 00:00:00,2025-02-08 00:00:00,5,February,2025,Winter,Monday,3,1,4,Junior Suite,Leisure,Corporate Negotiated,Corporate,New York,No,Yes,56,286.08,1430.4,482.06,No,0,202.15,684.21,2114.61,Completed,No,No,4.4,9.7
R202404856,G103124,2024-01-10 00:00:00,2024-04-02 00:00:00,2024-04-06 00:00:00,4,April,2024,Spring,Tuesday,3,2,5,Junior Suite,Leisure,OTA,Expedia,Pennsylvania,No,Yes,83,281.05,1124.2,421.3,No,0,50.83,472.13,1596.33,Completed,No,No,4.0,7.7
R202404857,G101129,2024-08-18 00:00:00,2024-09-05 00:00:00,2024-09-10 00:00:00,5,September,2024,Fall,Thursday,2,0,2,Standard King,Leisure,Direct,Hotel Website,California,Yes,Yes,18,190.78,953.9,126.77,No,0,53.6,180.37,1134.27,Completed,Yes,No,4.0,8.2
R202404858,G100758,2024-02-29 00:00:00,2024-05-06 00:00:00,2024-05-08 00:00:00,2,May,2024,Spring,Monday,2,0,2,Standard Double,Group,Group,Expedia,New York,No,Yes,67,181.48,362.96,59.63,Yes,388.68,22.62,470.93,833.89,Completed,Yes,No,4.8,9.2
R202404859,G103402,2025-05-09 00:00:00,2025-05-27 00:00:00,2025-05-29 00:00:00,2,May,2025,Spring,Tuesday,2,0,2,Deluxe King,Business,Corporate Negotiated,Corporate,New York,No,No,18,237.03,474.06,146.78,No,0,35.36,182.14,656.2,Completed,No,No,3.1,6.2
R202404860,G100884,2024-11-05 00:00:00,2024-11-20 00:00:00,2024-11-22 00:00:00,2,November,2024,Fall,Wednesday,1,0,1,Deluxe King,Business,Direct,Hotel Website,New York,Yes,Yes,15,186.5,373.0,44.08,No,0,149.3,193.38,566.38,Completed,Yes,No,3.7,7.0
R202404861,G101071,2024-10-27 00:00:00,2024-11-05 00:00:00,2024-11-08 00:00:00,3,November,2024,Fall,Tuesday,1,0,1,Lake View King,Business,Corporate Negotiated,Corporate,Massachusetts,No,No,9,215.61,646.83,52.36,Yes,234.54,161.13,448.03,1094.86,Completed,No,No,5.0,10
R202404862,G100392,2024-05-26 00:00:00,2024-09-02 00:00:00,2024-09-03 00:00:00,1,September,2024,Fall,Monday,2,0,2,Standard Double,Leisure,OTA,Expedia,California,Yes,Yes,99,165.22,165.22,89.33,No,0,9.68,99.01,264.23,Completed,No,No,4.5,9.1
R202404863,G101141,2024-01-17 00:00:00,2024-02-07 00:00:00,2024-02-08 00:00:00,1,February,2024,Winter,Wednesday,1,0,1,Lake View King,Business,Direct,Hotel Website,Ohio,Yes,No,21,210.87,210.87,20.81,No,0,25.49,46.3,257.17,Completed,No,No,4.5,8.8
R202404864,G103269,2025-02-09 00:00:00,2025-03-12 00:00:00,2025-03-13 00:00:00,1,March,2025,Spring,Wednesday,1,0,1,Standard King,Business,Direct,Hotel Website,Maryland,Yes,Yes,31,129.68,0.0,0,No,0,0,0,0.0,No-show,No,No,,
R202404865,G101837,2025-04-11 00:00:00,2025-04-25 00:00:00,2025-04-26 00:00:00,1,April,2025,Spring,Friday,2,0,2,Standard Double,Business,Direct,Hotel Website,Connecticut,No,No,14,163.65,163.65,60.99,No,0,21.46,82.45,246.1,Completed,No,No,4.0,8.4
R202404866,G102868,2024-06-04 00:00:00,2024-06-16 00:00:00,2024-06-17 00:00:00,1,June,2024,Summer,Sunday,1,0,1,Standard King,Business,Direct,Hotel Website,Ohio,No,Yes,12,212.54,212.54,16.1,No,0,69.38,85.48,298.02,Completed,No,No,3.7,7.0
R202404867,G103339,2025-01-03 00:00:00,2025-01-22 00:00:00,2025-01-25 00:00:00,3,January,2025,Winter,Wednesday,1,0,1,Standard Double,Business,OTA,Expedia,Pennsylvania,Yes,Yes,19,118.9,356.7,67.8,No,0,121.17,188.97,545.67,Completed,No,Yes,4.2,9.3
R202404868,G102808,2025-06-29 00:00:00,2025-07-04 00:00:00,2025-07-05 00:00:00,1,July,2025,Summer,Friday,1,0,1,Lake View King,Business,Direct,Hotel Website,Other,No,Yes,5,366.04,366.04,17.58,Yes,324.83,46.2,388.61,754.65,Completed,No,No,4.6,9.3
R202404869,G102963,2024-06-20 00:00:00,2024-08-22 00:00:00,2024-08-26 00:00:00,4,August,2024,Summer,Thursday,2,3,5,Standard King,Leisure,Direct,Hotel Website,California,Yes,No,63,230.8,923.2,308.43,No,0,238.51,546.94,1470.14,Completed,Yes,No,5,10
R202404870,G103416,2025-03-07 00:00:00,2025-03-12 00:00:00,2025-03-17 00:00:00,5,March,2025,Spring,Wednesday,2,2,4,Standard Double,Leisure,OTA,Booking.com,California,Yes,Yes,5,145.97,729.85,572.35,No,0,299.25,871.6,1601.45,Completed,No,Yes,2.9,6.1
R202404871,G102705,2025-02-26 00:00:00,2025-05-02 00:00:00,2025-05-06 00:00:00,4,May,2025,Spring,Friday,1,0,1,Standard Double,Leisure,Direct,Hotel Website,Massachusetts,Yes,No,65,171.29,685.16,5.71,No,0,136.55,142.26,827.42,Completed,No,No,3.8,8.4
R202404872,G100325,2025-07-31 00:00:00,2025-09-14 00:00:00,2025-09-16 00:00:00,2,September,2025,Fall,Sunday,2,1,3,Standard King,Leisure,OTA,Expedia,Other,No,Yes,45,181.33,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202404873,G102996,2024-08-30 00:00:00,2024-08-30 00:00:00,2024-08-31 00:00:00,1,August,2024,Summer,Friday,1,2,3,Lake View King,Leisure,Direct,Hotel Website,Pennsylvania,No,Yes,0,350.81,350.81,7.95,No,0,50.19,58.14,408.95,Completed,No,No,5,10
